,France,Alsace,Aquitaine,Auvergne,Basse-Normandie,Bourgogne,Bretagne,Centre,Champagne-Ardenne,Corse,Franche-Comte,Haute-Normandie,Ile-de-France,Languedoc-Rousillon,Limousin,Lorraine,Midi-Pyrenees,Nord-Pas-de-Calais,Pays-de-la-Loire,Picardie,Poitou-Charentes,Provence-Alpes-Cote-d'Azur,Rhone-Alpes,Cayenne,Saint-laurent-du-maroni,Administrative unit not available,Administrative unit not available,Arrondissement_du_vent,Arrondissement_souse_le_vent,Fort-de-France,La Trinite,Le Marin,Saint-Pierre
2079,990.47,1241.8,880.19,1016.12,978.01,1118.29,935.16,1060.52,1108.14,520.4,1202.08,984.92,1026.81,650.75,1023.63,1200.68,744.63,964.62,959.16,1014.66,987.09,725.31,989.2,965.66,922.15,517,1020.74,850.79,842.28,678.83,678.08,675.5,680.06
2080,946.99,1183.75,881.57,983.62,894.96,1088.28,931.59,955.38,1032.97,535.01,1130.73,889.49,947.66,670.73,986.96,1125.84,780.06,888.36,895.82,916.84,908.81,743.89,964.4,1046.52,994.76,518.85,992.23,818.28,792.88,602.16,604.44,612.27,598.42
2081,935.53,1273.84,810.18,970.91,911.44,1059.99,967.88,937.8,1037.29,492.16,1201.52,891.77,918.07,607,983.01,1158.89,699.68,922.76,919.24,924.84,939.39,654.18,945.35,977.11,912.21,541.1,1176.78,853.29,845.65,670.26,674.36,688.39,663.57
2082,956.05,1193.48,848.44,1002.24,962.02,1088.28,1000.19,985.62,1059.64,491.85,1168.28,921.35,941.22,621.83,1032.42,1125.82,721.74,964.76,956.5,946.17,975.11,677.33,939.94,1115.78,1062.81,639.52,1106.65,893.11,895.21,719.76,727.14,752.46,707.68
2083,1019.62,1293.56,883.01,1075.92,1020.24,1222.93,1037.88,1068.1,1122.52,490.29,1283.38,959.95,999.64,671.17,1098.91,1232.03,744.18,964.01,1036.57,966.24,1041.24,712.96,1011.37,1182.43,1089.54,509.98,1073.28,949.3,958.72,627.23,631.58,646.48,620.12
2084,976.77,1305.64,913.51,1030.19,921.37,1110.2,958.13,955.65,1071.82,606.96,1204.93,902.53,908.25,683.16,1024.02,1192.25,784.95,931.09,894.6,934.09,932.84,757.02,992.58,1006.2,961.97,518.18,1202.23,969.28,981.6,630.28,630.61,631.75,629.74
2085,1025.03,1406.45,934.36,1049.39,972.35,1200.88,1023.97,987.8,1136.66,515.51,1304.63,919.94,971.5,723.21,1053.3,1295.84,795.4,981.97,973.48,976.81,1019.23,787.02,1032.25,1031.67,963.11,529.08,1108.18,913.05,917.94,638.68,641.15,649.61,634.64
2086,1002.63,1237.74,903.25,1057.8,986.77,1147,1010.42,1046.83,1070.69,514.32,1218.2,993.55,961.68,649.65,1061.37,1192.81,743.67,1020.16,997,985.21,1012.3,718.9,1001.25,1039.92,953.4,468.24,1220.78,758.24,751.06,611.48,613.23,619.24,608.62
2087,963.63,1266.85,846.89,978.67,948.54,1072.41,977.18,962.84,1059.49,542.95,1191.98,911.16,959.71,643.62,985.24,1153.42,706.35,950.04,936.05,970.87,937.07,809.78,990.11,1057.05,1003.48,509.33,1175.22,851.61,837.96,694.43,697.8,709.31,688.94
2088,944.97,1231.98,888.41,1013.9,873.57,1112.07,963.46,906.03,1031.35,536.65,1218.83,861.32,879.34,672.73,981.66,1134.87,781.43,881.61,848.62,886.11,852.22,740.38,981.07,1083.21,1037.55,534.8,1325.48,764.16,750.8,689.65,692.81,703.66,684.47
2089,1022.24,1246.3,954.75,1092.46,992.13,1174.78,1019.89,1043.5,1100.79,532.92,1254.29,967.87,1022.46,715.01,1063.39,1190.1,825.87,965.45,1006.85,985.39,1029.09,708.92,1040.34,1042.34,960.93,491.22,986.39,1006.16,1000.22,574.95,582.4,607.95,562.76
2090,920.41,1143.84,858.76,981.61,926.26,1066.2,990.54,889.69,965.09,535.2,1132.29,854.78,857.61,677.92,970.92,1064.4,755.37,853.34,879.27,850.18,889.42,709.81,954.79,1031.4,944.04,513.49,1404.4,832.51,824.13,680.77,680.88,681.26,680.59
2091,950.2,1249.08,814.43,958.54,960.24,1086.91,980.78,992.29,1059.41,483.32,1169.05,934.03,950.66,622.57,981.08,1169.74,690.5,930.15,943.12,954.59,942.61,691.89,923.95,1104.42,1042.64,571.07,1418,839.33,825.33,649.78,652.5,661.84,645.33
2092,1010.25,1278.65,918.55,1083,1008.96,1181.15,1025.03,1037.33,1076.89,617.89,1217.71,976.92,984.05,705.87,1068.69,1195.57,797.03,919.47,983.27,936.25,996.98,780.57,1022.32,1127,1044.99,579.38,1106.88,914.15,908.72,624.14,624.28,624.77,623.9
2093,989.3,1232.89,895.55,1049.62,976.79,1141.13,982.23,1006.87,1090.21,580.79,1207.01,957.58,984.28,690.71,1044.28,1154.36,786.44,974.04,947.09,973.67,949.15,763.52,996.7,1037.06,960.19,580.49,1061.85,850.71,843.07,686.18,690.87,706.96,678.51
2094,1007.9,1270.98,911.8,1081.49,947.57,1222.36,966.59,986,1156.81,513.41,1308.52,929.67,958.28,727.83,1037.6,1184.78,804.23,991.32,890.74,975.85,914.01,787.03,1041.8,1093.81,1008.25,551.87,1109.78,856.9,850.67,664.98,669.57,685.31,657.48
2095,988.15,1262.75,826.03,1027.6,953.68,1167.07,931.93,1027.27,1128.99,470.69,1238.62,930.64,991.66,642.55,1038.78,1231.72,718.63,989.33,955.79,1000.35,970.69,716.64,986.32,1053.7,980.61,506.38,1281.79,907.39,907.51,560.13,554.96,537.23,568.59
2096,1027.02,1334.14,917.75,1088.21,1002.72,1184.14,1010.8,1036.17,1112.84,596.45,1266.6,999.26,1028.82,667.17,1064.82,1225.69,774.37,1018.48,987.29,1019.65,980.26,759.36,1043.86,1110.78,1003.88,451.79,1273.98,1081.41,1072.45,623.13,626.74,639.12,617.22
2097,1024.41,1346.69,896.08,1068.32,977.34,1212.4,987.38,1052.6,1162.67,564.57,1323.43,994.88,1040.34,671.92,1077.91,1269.72,764.61,1018.87,981.37,1037.32,1044.89,696.33,996.11,1037.71,952.05,520.09,1107.17,1066.44,1045.68,616.7,621.88,639.62,608.24
2098,1026.63,1329.05,936.4,1109.84,926.32,1245.58,946.74,1029.26,1156.24,543.48,1298.49,933.65,989.11,681.25,1124.36,1245.04,796.86,946.47,911.57,956.78,1025.81,795.31,1070.64,1059.07,988.79,582.85,1239.69,920.38,913.73,702.71,707.03,721.83,695.65
2099,981.81,1279.48,880.89,1059.86,955.26,1115.67,927.78,1014.1,1064.27,538.94,1241.27,921.33,980.12,678.16,1037.74,1157.74,757.46,917.88,912.62,933.78,950.12,768.89,1018.08,998.55,985.84,559.52,1204.69,969.45,973.83,615.82,618.49,627.64,611.46
2100,939.15,1244,837.32,983.7,868.32,1099.25,924.68,930.36,1029.98,578.95,1217.93,826.39,896.42,664.26,974.94,1113.52,728.42,859.54,844.75,887.67,878.34,793.72,1003.07,1068.83,1014.89,563.26,1190.93,825.76,828.97,604.02,610.82,634.14,592.9
